ad_id	watch_id	skip_dur
GGVV2Cordfs	YA1kaM1LWKA	31.6
fKkYM4eVdPI	FGViL3CYRwg	nan
MzgQiftNbo8	-YzDsDMYqdw	nan
20GapoiKe0o	nKA8wh2hQAc	5.6
6pNZYYIudy0	Wf0yIUItLjo	nan
J7TmhRDOMtc	1xXL3cjdoCQ	5.7
XW-hdQA4UG8	Q9gHfX3qxfI	5.9
XvE5B1iMj9g	47x8oPcXFrE	40.1
DkXLb5lQq7I	ajJ2_WM1EIg	nan
LhxHBDRqTUQ	Zj2KV2ETO3g	16.4
WL9SacTl4gE	oozQ4yV__Vw	5.8
f256QgiVARQ	jDRTghGZ7XU	11.8
-u-7PyXiIdQ	4tNXCToN2lc	5.6
qmiQVOtLzmk	sDgWD_Tlgpk	6.6
T0bH3he5ZRo	RLKoAaG3NSY	5.5
vHZLCahai4Q	kdemFfbS5H0	19.4
OrXJTahrPA0	G57kMbNCTaw	16.4
XvE5B1iMj9g	f6qxnR5szZ4	5.8
6zbaJc-2wdg	ZhnEgKBdoq8	9.9
WV9gP0DiF0g	y5AkncRGq9c	6.5
WG9sHIi4RYc	ho8KxDgO9DY	nan
AWFHHsVYI8c	C1kRWRxHhcE	9.4
QTqi6qN43BY	oC-GflRB0y4	13.1
cFH2IiCvx9s	hKHD6INztfA	8.0
LhxHBDRqTUQ	_rKNf0ARnZc	6.6
Sg0g-UYCijQ	35Gofc-zIfg	nan
2EBtQQceJWU	39O9RJiGKM8	5.5
5808UduCi7k	gxGvahH9aFk	nan
Pngn47g9igM	SwXSCR2NRg8	12.8
f256QgiVARQ	G28qhXqCYlI	6.0
gaIjIwZt9vI	ajJ2_WM1EIg	nan
AWFHHsVYI8c	JCp4_v9vopA	5.5
AWFHHsVYI8c	wI-X_fimgow	nan
aG4rF2sXRSg	BXgMykZWaWE	7.8
th-9PLVnWCQ	35Gofc-zIfg	47.4
AWFHHsVYI8c	UVzKnvsJcBs	8.0
Ps12QE0g4z8	vX_uVhGofL8	nan
AWFHHsVYI8c	-u7UUZxSSa0	5.8
DkXLb5lQq7I	AndEm-y9lRY	nan
JXPvALPb0K0	3UA8vA4ViJw	6.7
qmiQVOtLzmk	mLLhq7sAJJU	8.5
XvE5B1iMj9g	qHbB8-S3zjg	14.6
AWFHHsVYI8c	wrNTOo4KH8c	5.5
AWFHHsVYI8c	0VYV67C7FbE	6.0
Pngn47g9igM	AOgGEHoSeik	6.2
vNj9ZACxC7s	G28qhXqCYlI	nan
ki5jfMQDEhM	URVi6x_Fnfw	7.2
DkXLb5lQq7I	oozQ4yV__Vw	nan
4TlYAK4v-Yc	25NZ24PlTP8	nan
qmiQVOtLzmk	AtKZKl7Bgu0	10.9
AWFHHsVYI8c	IcpvaRV1yoM	9.5
7yCJaYnL0Ao	wS_j3wy7y1M	7.1
cFH2IiCvx9s	XReNEIYC8H0	5.2
WL9SacTl4gE	FFXSG3IwGbk	8.4
yJHMxkdytN4	d0GgHI5Zfgk	41.5
qe1xFUfyB6A	HSOOH0LaEfc	5.9
WL9SacTl4gE	eI9PV1-kGNw	8.0
cFH2IiCvx9s	zVtltEOKSxc	6.5
Hj37PikJFC4	pOHb-FlZlwM	6.4
DkXLb5lQq7I	VurhzANQ_B0	nan
DHydykkO1QM	p95W579KykA	5.8
qmiQVOtLzmk	w7o8gszk7cI	nan
Ps12QE0g4z8	G28qhXqCYlI	nan
Pngn47g9igM	uLXEiMIiF5E	6.8
78tQ0z0fAMw	bhFPoT77OjM	nan
3XBcqg0iUus	-xZRIv_fWDk	5.6
poo-kfr5wWE	XjwZAa2EjKA	161.8
WL9SacTl4gE	NFV-T6aBu0g	5.6
f256QgiVARQ	utbu4kSYQfw	5.7
DHBZVo5I1e4	G28qhXqCYlI	nan
JOPocePQVUA	25NZ24PlTP8	17.4
aQhZksBGzVM	imwmmv9r1oE	6.2
28bJjp3Po-A	AByfaYcOm4A	9.6
Q7DI-B4BPfc	1Mr8HworNhw	5.7
vNj9ZACxC7s	om3zsjAiIow	5.6
DkXLb5lQq7I	1CsMDs2Fwb8	nan
lFOOZJ1UChg	KUmZp8pR1uc	5.8
wrikkBNxqdU	kYtGl1dX5qI	nan
oD0-MIjUHHk	iBMHYpOkDGM	nan
5EapuM4zR9w	ybyHcWynSx4	6.0
RkC_fuFcEmw	G28qhXqCYlI	6.0
JXPvALPb0K0	Wf0yIUItLjo	nan
ZQkS9dt9Te8	S_isqpaRBfE	5.8
WG9sHIi4RYc	cvWW-x6LPrc	7.0
qmiQVOtLzmk	al0bKwB-o78	6.4
qe1xFUfyB6A	VJWFyNsrPl4	10.4
qmiQVOtLzmk	KG0gp3Q5HwE	11.8
RkC_fuFcEmw	cvOVvamFatU	26.0
iejr5HNscLg	iTwes0Pf26g	5.5
7yCJaYnL0Ao	G28qhXqCYlI	90.1
-6XSkD2LxJM	dGSnEhXyJmU	5.9
qmiQVOtLzmk	p_rCgtLB3c0	22.2
5EapuM4zR9w	1slFc9G7I74	5.7
ngsqPxxnVCk	0K5KgeFq2R4	nan
5EapuM4zR9w	k3itFKklvGE	11.5
f256QgiVARQ	G28qhXqCYlI	18.8
aQhZksBGzVM	IHS3qJdxefY	19.2
69v2QrpZCr8	SbKpWOlL8Ss	nan
KxTT_8zbqQI	EwSIWoEblBs	nan
0PXSURoTikA	sDYEb-FA-n8	7.6
WL9SacTl4gE	Ix20JhZ9P4A	6.2
WL9SacTl4gE	bL7-LFRBN4E	8.7
OrXJTahrPA0	0K5KgeFq2R4	nan
DkXLb5lQq7I	ICJugjDnq0I	nan
DkXLb5lQq7I	N7N1txojxvk	nan
SRp2KNEBkT4	Jb7LTOMJ3Qg	16.8
MQcIDvYvoUk	yWJEYSpf6hY	nan
YlFZZFJqUbs	G28qhXqCYlI	56.1
ADLrOqRqTAM	x98KbmPkkrc	6.2
h5uTb_df6Jo	AesD2Hr-Mbo	17.5
_rh7QfOUyyI	qsvPQrXCPx4	6.1
qmiQVOtLzmk	oJaBHSIRVlE	39.6
DkXLb5lQq7I	omB91owk3X8	nan
QhCim_aVX3E	O7dHRasfMdY	7.9
RkC_fuFcEmw	IgaVg2CBADQ	5.8
MQcIDvYvoUk	jZhQOvvV45w	5.8
DkXLb5lQq7I	wN9G0kidMpo	nan
aQaCm-o660A	yWJEYSpf6hY	nan
35f0VmG2qTM	q03Ur_7gRFQ	nan
7yCJaYnL0Ao	sPq9xHaQUIY	33.5
NfH3xuMvg28	P7GHgE8fylQ	8.2
qmiQVOtLzmk	QGJuMBdaqIw	19.1
28bJjp3Po-A	537xrHos_JE	5.9
sonots65JVY	iTwes0Pf26g	5.5
WL9SacTl4gE	EjJdnbwgF6o	5.8
6pNZYYIudy0	t3217H8JppI	6.4
MQcIDvYvoUk	obM5djpq3WY	nan
YBLYtCdqaNw	NaCPYy5Bkbg	5.6
WG9sHIi4RYc	yWJEYSpf6hY	nan
WL9SacTl4gE	IQMXnpOi0WU	nan
qe1xFUfyB6A	NAc83CF8Ejk	nan
DkXLb5lQq7I	raRqgKqIM3M	nan
4I7OoxaBdAg	HkCRYAA1rOA	39.7
fKkYM4eVdPI	yg98m5KWFWQ	8.1
JOPocePQVUA	EjJdnbwgF6o	5.7
Kvh_BXlE0ns	UbsO9x01t3g	6.8
JXPvALPb0K0	8egtScPkcjc	8.4
DkXLb5lQq7I	JhkRgJmmOhA	nan
qmiQVOtLzmk	Dep5IrY6Y4s	49.9
DkXLb5lQq7I	DS6dwjshIXA	nan
vNj9ZACxC7s	iEfKzeKD-ow	6.2
75gjYhgmd3E	FlsBObg-1BQ	17.6
aQhZksBGzVM	rgXwp4ZlWPw	6.5
KxTT_8zbqQI	-Edv8Onsrgg	nan
qmiQVOtLzmk	Kdn0OD16Qeo	15.6
5EapuM4zR9w	Kdn0OD16Qeo	6.0
f256QgiVARQ	8vyD84eoBjA	nan
4I7OoxaBdAg	DFP20IRQ3mI	12.4
Z7SpokKlgfg	qY8tXD2EVhg	25.3
aQhZksBGzVM	O4t94cFV7zM	nan
s1n1SMcrZcs	S_E2EHVxNAE	27.9
75gjYhgmd3E	QfUERDPLIH0	nan
YlFZZFJqUbs	uS4Tsb41NvU	8.3
WyBuQWrSXQE	HcnfT4arZtI	11.6
4TlYAK4v-Yc	44Eyv107TsA	5.9
cFH2IiCvx9s	bS8kmA31Cm0	nan
NfH3xuMvg28	y9jIj43cVRM	nan
qe1xFUfyB6A	qHm9MG9xw1o	6.0
DkXLb5lQq7I	O-zpOMYRi0w	nan
FUgrTaXXvLk	8qDEKUQBtOA	28.9
20GapoiKe0o	XUD9uwPi1Cg	nan
f256QgiVARQ	5jv683DauH0	6.0
Sg0g-UYCijQ	HkCRYAA1rOA	43.1
MQcIDvYvoUk	RIiK9WafPds	6.7
WEA8Jl1yLjs	0wnuTGGuAVs	5.6
qmiQVOtLzmk	vM4rxspmGnA	5.4
qe1xFUfyB6A	MU36uzr_ggo	5.5
qmiQVOtLzmk	aBcOJQd7_5g	37.7
qmiQVOtLzmk	XliqVI_6Mig	15.7
qmiQVOtLzmk	Tx97Jrbrhvw	5.5
qmiQVOtLzmk	mWRsgZuwf_8	8.0
JXPvALPb0K0	_5KDUKmJ4oo	nan
g_2i1gX1dQc	qBWBZhsN1vs	6.9
g_2i1gX1dQc	kql0ld02SS4	6.2
WL9SacTl4gE	LXO-jKksQkM	5.8
qmiQVOtLzmk	r4W2QvZa1VA	20.1
WL9SacTl4gE	f3-bn4KO_kw	6.1
aQhZksBGzVM	bWnS2dIDgQA	5.7
g_2i1gX1dQc	mqwx2fAVUM0	5.6
bSWDmZ7xh18	ZsZG_YGwW8c	6.0
g_2i1gX1dQc	LOZuxwVk7TU	5.7
g_2i1gX1dQc	73sbW7gjBeo	nan
g_2i1gX1dQc	-xmCkHn58EM	nan
DkXLb5lQq7I	yOj13yssWjQ	nan
MQcIDvYvoUk	8F7Wm5ajpFA	6.2
DkXLb5lQq7I	x3xYXGMRRYk	nan
qe1xFUfyB6A	yWJEYSpf6hY	nan
JOPocePQVUA	QmKG9LURAtA	6.7
ojsbFySWLn8	O3kAEF79sEE	nan
J7TmhRDOMtc	eJmeqEnOar8	nan
TZC4yr0vU70	AQnH__W9S6w	6.1
fKkYM4eVdPI	DNPXbvX4544	6.4
09gT06yLgOo	qLnyyhmLPw8	37.3
Nn22ByMlgoM	ACNJ6wt33Fc	nan
aQhZksBGzVM	lTLnn8JEWfA	nan
f256QgiVARQ	ymOlGcUHjTg	nan
YBLYtCdqaNw	yWJEYSpf6hY	nan
DkXLb5lQq7I	nGkUJJfVg-s	nan
g_2i1gX1dQc	YVw7eJ0vGfM	32.0
Az4ylhYdPhM	eJmeqEnOar8	nan
0PXSURoTikA	X0bIIHwh6II	5.8
g_2i1gX1dQc	F2AitTPI5U0	9.2
ZQkS9dt9Te8	wugzcjYnn4w	6.1
g_2i1gX1dQc	sUSknJSDiME	5.8
FFqY7OwWkIs	OKTRc7x-zCM	nan
x4wDlLJXbPw	0QeSkTuo2aE	5.2
g_2i1gX1dQc	t_wWQYGANBI	5.8
iejr5HNscLg	GJnYEAPHt7c	6.2
HGDlfYf8OV0	5CPQh0pfRoQ	5.8
qe1xFUfyB6A	zloCaH9LrCM	28.3
g_2i1gX1dQc	Cs9M0a5qYko	7.4
Az4ylhYdPhM	eJmeqEnOar8	nan
qe1xFUfyB6A	bbgHZWwyhcQ	6.1
aQhZksBGzVM	IQMXnpOi0WU	6.0
xm9WPKXz7g8	bNmppd9isEo	nan
Hnjw6stkDUc	yWJEYSpf6hY	nan
oD0-MIjUHHk	XhJo7aljnQg	7.1
KxTT_8zbqQI	tg00YEETFzg	5.6
qmiQVOtLzmk	4HzxGzTSFz8	6.2
DHBZVo5I1e4	0GYonV6T1k4	5.7
qmiQVOtLzmk	IVUfYZUiS28	6.0
DkXLb5lQq7I	uIXV0cir4-E	nan
WG9sHIi4RYc	3fwmU3XUslY	nan
DHBZVo5I1e4	jPDS6LDcvqg	25.3
WG9sHIi4RYc	echt3fo2GZk	6.8
aQhZksBGzVM	W6NfhtJZqp8	nan
MQcIDvYvoUk	J-btb3eywIE	6.2
DkXLb5lQq7I	9Cee_Y8N3-E	nan
6pNZYYIudy0	s6G9SsLmesM	19.7
VZNrRC1KcnI	8hoe9IvDnnE	9.8
QTqi6qN43BY	dS8wgG145PA	26.8
JOPocePQVUA	JRkAUrdcq1s	nan
3cuXPihF0XY	ad_mLRrrE4E	nan
WG9sHIi4RYc	0aEnnH6t8Ts	5.9
7yCJaYnL0Ao	bS8kmA31Cm0	nan
WL9SacTl4gE	zfGZbGGFSCY	nan
EMBHRQnxIaQ	yWJEYSpf6hY	nan
hIT-6es5HN0	4tfQpz51kSQ	8.2
WL9SacTl4gE	CFxAwdP9CXM	8.5
DkXLb5lQq7I	rHzAT5zBqEw	nan
MQcIDvYvoUk	6cdFFcpOi_w	nan
WyBuQWrSXQE	SwXSCR2NRg8	5.6
Pw5KwqqZ3vw	L5f4NCggLrI	6.0
aQaCm-o660A	-DZxdR2FB00	88.7
aQhZksBGzVM	WO4wcNVbYOQ	22.3
DkXLb5lQq7I	_jjJwqCrb8o	nan
WG9sHIi4RYc	Wss27HmVwDM	6.0
ojsbFySWLn8	CkJWuog3ZG0	6.2
MQcIDvYvoUk	7HKkxRyxur8	6.9
3gafylo_CYg	2EEK-jcaLHA	nan
NfH3xuMvg28	M5YIe0uzwSE	nan
ivRMRWZoP6c	p1JPKLa-Ofc	7.2
KxTT_8zbqQI	pQGss755yxI	nan
JOPocePQVUA	oIMWP2qGE_U	nan
aQhZksBGzVM	0dBV27_7AiU	nan
MQcIDvYvoUk	LFgeL6MfyQI	6.1
7yCJaYnL0Ao	b-Zw5A5NDLI	5.5
3dzt03xYJ2g	MRXa8cX1AjU	5.7
JXPvALPb0K0	vuiAcTC8o88	17.0
qmiQVOtLzmk	0dBV27_7AiU	nan
ceICrDDd29k	yWJEYSpf6hY	nan
mekETTV4O5Y	IVUfYZUiS28	5.8
qe1xFUfyB6A	ZZ9k0o8H59k	6.3
f256QgiVARQ	p9QUYaedy8c	nan
efsNkyj5s-A	UlwS1-d7oyo	5.8
aQhZksBGzVM	VRuoR--LdqQ	5.8
VZEJiFLcs48	0q5RgiH1oA0	5.7
MPoNDrPhw5s	XBo4lTYZwvM	24.0
7yCJaYnL0Ao	ocn-VCkAMEk	23.9
DkXLb5lQq7I	rp-UHy7W6Ks	nan
f256QgiVARQ	-mYZNW7V6QE	12.4
WG9sHIi4RYc	8IL8FZD54XE	5.9
MQcIDvYvoUk	yOj13yssWjQ	nan
cFH2IiCvx9s	NMpsivFY9tc	6.7
75gjYhgmd3E	zUuN2PXfwJw	5.6
SCtlHFN5Dxo	UlwS1-d7oyo	5.8
DkXLb5lQq7I	zYPWrp0rx8M	nan
NfH3xuMvg28	-UV2fnGkc8g	5.8
NfH3xuMvg28	h7eRCg-OIjY	25.5
3XBcqg0iUus	KuaDNcZAd7E	15.6
qe1xFUfyB6A	KYfEt6UiCjs	8.6
7yCJaYnL0Ao	vAYTGXbMaU0	119.4
E3ap6PvcjCM	jwnfnIljBLw	5.7
OrXJTahrPA0	RSzAHgAMOms	6.8
VD6UgiC72e0	OGwoyCRjNLQ	nan
u0vAAcDdYWE	0c82CIK038M	6.8
OrXJTahrPA0	-jEhqcQ5nOs	6.5
qe1xFUfyB6A	x8e6G-cpCcE	6.5
62cUEQKVIl0	Ysu9Zy_B0sA	5.9
DkXLb5lQq7I	rkYycvkxggw	nan
0PXSURoTikA	z2VFpJ-vTh0	10.9
vNj9ZACxC7s	o17nKa3zIO0	nan
6pNZYYIudy0	5PNtCJsCDdY	11.8
3KHzr_u6srM	liAgYraTKB4	21.9
3KHzr_u6srM	9GPtjsbDT7c	16.4
g_2i1gX1dQc	XZ-_Bd-40_I	6.1
DkXLb5lQq7I	3BCiFeykRzo	nan
3KHzr_u6srM	0rEmfu4gqRQ	nan
mfUurozzOiw	NVC19aVi1t8	nan
DkXLb5lQq7I	ooon8Hnw8EU	nan
ZQkS9dt9Te8	3DYAFgKCGAo	5.8
vHZLCahai4Q	nm4Ck6bD2_0	5.9
JOPocePQVUA	SvN7IUjtz4c	14.7
aQaCm-o660A	mQpnBuooIiQ	11.6
aQhZksBGzVM	6LThfql8bCo	5.8
DkXLb5lQq7I	ccZcDgThVhA	nan
EVFgjLn16w0	nlcIKh6sBtc	6.2
3dzt03xYJ2g	u5YGahcuj_I	28.7
WL9SacTl4gE	BdA1mAvvXoY	nan
aQhZksBGzVM	PROVOVKh2Ms	nan
6pNZYYIudy0	yWJEYSpf6hY	nan
5psLdN5Wko0	o3mP3mJDL2k	5.6
DkXLb5lQq7I	ttF45s-Ikb8	nan
r4KFUkqBe7I	s0KlOmrqdyY	6.0
DkXLb5lQq7I	PT0XqpnmDOA	nan
vNj9ZACxC7s	fwjl7YJZJak	nan
qe1xFUfyB6A	z9ro1S96C5A	11.8
vOWaYPVJrfQ	JXRN_LkCa_o	5.6
oD0-MIjUHHk	TT-IGMJQz6k	7.4
iejr5HNscLg	COhq8chdqzU	8.6
MQcIDvYvoUk	xP9P7iWtP2c	8.9
0PXSURoTikA	LXacQUaHx6U	8.8
NfH3xuMvg28	C6_kBg3_g10	nan
CTL7ZvoI4N4	yWJEYSpf6hY	nan
uh70L4qBwT0	gJOu33QRpJo	6.3
qe1xFUfyB6A	WVy83AkegiY	37.2
es8IC_q5d9o	8bpDPjK_Xws	nan
JOPocePQVUA	P-AYAv0IoWI	5.9
f256QgiVARQ	ZlHRI6A__eo	6.5
TmZ2bDhXOEM	WkUsrlDLch8	18.1
DkXLb5lQq7I	47dtFZ8CFo8	nan
IAKICkNC1VM	DcvC4LIp6E0	30.2
0PXSURoTikA	dVoy0H7tpEg	nan
IAKICkNC1VM	IIputIceypA	8.3
0PXSURoTikA	fm0T7_SGee4	8.3
7yCJaYnL0Ao	9Cee_Y8N3-E	5.2
HGHxdikX2BU	17ozSeGw-fY	5.9
mekETTV4O5Y	jXaEzy5VwDc	6.0
2EBtQQceJWU	FeQGe4ckXF4	6.7
aQhZksBGzVM	XdH4M1d_JRw	13.1
-6XSkD2LxJM	ZmhSbgs5MCw	9.9
18gtkUqePpk	CdEUV9mcEJ8	6.2
IAKICkNC1VM	KZrrXFYiT20	6.0
ki5jfMQDEhM	8BTLDi5XwoQ	5.9
NfH3xuMvg28	DRc3k0hBQZw	15.0
FFqY7OwWkIs	z2VFpJ-vTh0	nan
IAKICkNC1VM	xP9P7iWtP2c	6.5
7yCJaYnL0Ao	s8UZFUYqaas	nan
DkXLb5lQq7I	JCH4473iTlI	nan
uh70L4qBwT0	9rQz0xGaTCE	nan
6pNZYYIudy0	cMmOGNr2NE4	6.4
h6vdlh6Df9U	njex8p9tw5Y	9.4
oD0-MIjUHHk	7h7W9JJhK64	5.3
IAKICkNC1VM	mWj-aIY6la8	7.7
DkXLb5lQq7I	SwXSCR2NRg8	nan
LhxHBDRqTUQ	47dtFZ8CFo8	5.8
vQpKyPSEC74	URvis7bHErw	nan
lFOOZJ1UChg	hRXc_-c_9Xc	9.0
3dzt03xYJ2g	pt8VYOfr8To	5.7
IAKICkNC1VM	4jfaAv0a-kA	nan
iejr5HNscLg	0aOLOO_AjvY	14.2
IAKICkNC1VM	oe-2w-vVAdI	nan
WL9SacTl4gE	wlyIzYc1f3E	nan
IAKICkNC1VM	BdXklYUJCxI	8.8
6pNZYYIudy0	2ABlQXmbcp8	nan
uh70L4qBwT0	9Yi_o8iB0b0	nan
w-spE-uWnmU	PZYSiWHW8V0	29.4
0PXSURoTikA	-AdeXcmNW84	nan
6zbaJc-2wdg	CfihYWRWRTQ	10.6
IAKICkNC1VM	eaqVL9iyfsw	8.1
6gDbWi7zt6I	o3wQ83yCTU4	6.1
Z7SpokKlgfg	j5adtakTICo	9.6
IAKICkNC1VM	hQ_YIbwq4O0	5.6
Hy7hvlEK61k	AkqrcJyiFYY	9.8
HGHxdikX2BU	gP0HmIV-X0c	5.8
DkXLb5lQq7I	CBrWNbjw3RA	nan
WL9SacTl4gE	E0CazRHB0so	6.0
WL9SacTl4gE	eaqVL9iyfsw	11.7
ZQkS9dt9Te8	XHZp6VN6ibU	5.7
vOWaYPVJrfQ	7QoQwteqR-w	7.9
IAKICkNC1VM	-JzfJlF32tQ	nan
KxTT_8zbqQI	CduA0TULnow	11.4
ivRMRWZoP6c	_lpsYkNG-eA	6.1
ojsbFySWLn8	KwPtk_YCvh0	nan
uh70L4qBwT0	TPPRTIa-jMY	nan
IAKICkNC1VM	xej6-_Gy4IQ	7.9
aQhZksBGzVM	fwjl7YJZJak	nan
IAKICkNC1VM	F90Cw4l-8NY	5.8
7yCJaYnL0Ao	dIOH8Trfas4	5.8
DHBZVo5I1e4	40BpaypwA7o	23.8
JXPvALPb0K0	kDe3qOhrJLo	6.0
DkXLb5lQq7I	tMwdSwpGxvM	nan
WL9SacTl4gE	yZqmarGShxg	8.5
ZQkS9dt9Te8	RDgZ6ihemV4	6.1
VZEJiFLcs48	yyDUC1LUXSU	6.0
DkXLb5lQq7I	C6F7HKVxq90	nan
KIUWuzCaDik	sI0RLuSu3G8	nan
WG9sHIi4RYc	iinRH3z4kA4	8.3
DkXLb5lQq7I	3wAjpMP5eyo	nan
XvE5B1iMj9g	Y-4ixBYSOhk	18.5
9nUdtG55ubU	SsaDwfLl1P4	5.6
W1-_-jEkQ94	W4EANApW07g	5.8
VZEJiFLcs48	RUGpqhf_8XM	83.2
efsNkyj5s-A	FQNFcYvILJE	nan
7yCJaYnL0Ao	3u7Nr-gr9Hw	nan
_B4_gIGVCLE	nCRheu5bvBw	18.0
be4NnsqO5ls	IYpKHySqIpQ	9.7
sK-Itbqzad0	sDwWLS2F71M	6.7
WL9SacTl4gE	u4FF6MpcsRw	5.7
DkXLb5lQq7I	a5uQMwRMHcs	nan
QTqi6qN43BY	wefi_xoTiBk	nan
VxTEYfNOUJc	ZbZSe6N_BXs	11.0
6gDbWi7zt6I	0aEnnH6t8Ts	5.7
_B4_gIGVCLE	wjzoG-c92CY	29.4
_B4_gIGVCLE	zZaEA2PEvas	5.7
_B4_gIGVCLE	5H59Py7KApU	5.5
_B4_gIGVCLE	29EX04mBjfw	39.9
sK-Itbqzad0	WjhQvv9kexk	9.9
DkXLb5lQq7I	_Q3i6LmHpqc	nan
_B4_gIGVCLE	nxTOutKPj04	nan
W1-_-jEkQ94	XK4NcLcUH9o	7.4
uh70L4qBwT0	I9QGpHScGug	5.9
DkXLb5lQq7I	KKIxeY_wTxQ	nan
DkXLb5lQq7I	ZKeYWCrMqUY	nan
aG4rF2sXRSg	xqds0B_meys	nan
qe1xFUfyB6A	rUGaXUwh-ak	5.6
VZEJiFLcs48	HWdYThgjDmU	33.0
sK-Itbqzad0	Bp006tagOLw	nan
sK-Itbqzad0	_PdrA4SkxA4	8.7
_B4_gIGVCLE	wjzoG-c92CY	47.1
W1-_-jEkQ94	q2RUQtOVL20	6.1
DkXLb5lQq7I	ekmEI3f7oxw	nan
ojsbFySWLn8	auLBLk4ibAk	6.0
cFH2IiCvx9s	Ud4HuAzHEUc	nan
_B4_gIGVCLE	BdHhsryzVbM	28.7
XJ8acNL8G_4	yOj13yssWjQ	nan
_B4_gIGVCLE	4gfx9wujM3A	5.2
7yCJaYnL0Ao	hvbuYbwrpxc	5.6
6pNZYYIudy0	Bp006tagOLw	nan
ay_IS5EDO-s	LU_QR_FTt3E	6.0
WL9SacTl4gE	iEPTlhBmwRg	16.1
_B4_gIGVCLE	1ReGSYtmqsk	nan
SCtlHFN5Dxo	zrX5zrPoZoM	6.0
DkXLb5lQq7I	rc5Wofp_FC0	nan
HGHxdikX2BU	NExRHKWY5P8	5.7
oD0-MIjUHHk	tWjNFC-FinU	55.7
sK-Itbqzad0	QeH8s_RAuTI	7.0
DkXLb5lQq7I	mwFv0LcAl94	nan
FFqY7OwWkIs	1ReGSYtmqsk	nan
EERYSM6TUPM	GgjwZwHxsEE	5.3
_B4_gIGVCLE	heDWss85gi0	8.1
bSWDmZ7xh18	quu2RPlYhMk	5.9
ay_IS5EDO-s	T63MfO3BnrQ	6.7
_B4_gIGVCLE	WRDylVblHe8	nan
ay_IS5EDO-s	Sv6dMFF_yts	nan
LhxHBDRqTUQ	pfACIxjsuu0	nan
ZQkS9dt9Te8	8odlwI94uFA	5.9
WG9sHIi4RYc	1ReGSYtmqsk	nan
g_2i1gX1dQc	kvP07yHPuKo	5.7
7yCJaYnL0Ao	b8-tXG8KrWs	5.7
_B4_gIGVCLE	hL-gY9Y6p3A	5.5
f256QgiVARQ	vU3rwn25m2w	6.3
_B4_gIGVCLE	P7GHgE8fylQ	70.8
_B4_gIGVCLE	-2hE_uid5_g	5.9
ay_IS5EDO-s	2vjPBrBU-TM	5.6
0Th_i4x5hqw	1G4isv_Fylg	6.2
qe1xFUfyB6A	LXXQLa-5n5w	20.2
lFOOZJ1UChg	oh2LWWORoiM	nan
sK-Itbqzad0	cmC3DROrBgo	11.6
qe1xFUfyB6A	1ReGSYtmqsk	nan
_B4_gIGVCLE	wS_j3wy7y1M	9.2
_B4_gIGVCLE	CqD0pGdkBoQ	6.3
3dzt03xYJ2g	1ReGSYtmqsk	nan
6pNZYYIudy0	dvgZkm1xWPE	18.3
f256QgiVARQ	jDRTghGZ7XU	5.6
ay_IS5EDO-s	zd4t7k_4Csg	11.3
MK1t7sZDTnY	9kPQiAJv4fo	23.7
xhTOBFYpfn8	fqGzihqPtag	7.1
7yCJaYnL0Ao	BdHhsryzVbM	5.7
WL9SacTl4gE	GyUwg2fBg3k	5.9
ay_IS5EDO-s	TOypSnKFHrE	5.5
Ju8m437QSxI	RB-RcX5DS5A	nan
JOPocePQVUA	yR3iunHoZ6s	6.8
ay_IS5EDO-s	97FhIYuazqg	5.9
W1-_-jEkQ94	MmduDP-JNLQ	7.7
7yCJaYnL0Ao	yKNxeF4KMsY	42.4
Az4ylhYdPhM	XRqm8DnHN7g	5.8
XJ8acNL8G_4	RzO7IGWGxu8	nan
VZEJiFLcs48	qlcaxhOFQ5U	18.0
DHBZVo5I1e4	8SbUC-UaAxE	nan
f256QgiVARQ	TrTswu34tBc	nan
KlqB1UNV7O4	EmHnm0U6e18	11.0
D8IR-WNduL0	NVvTm4aqAJ0	15.1
QTqi6qN43BY	H40_t-ysQ7E	10.6
ojsbFySWLn8	O0N-4spJDw0	13.8
qe1xFUfyB6A	FHbG_L3PRr4	6.8
D8IR-WNduL0	Covl8sgci7E	5.6
D8IR-WNduL0	dnJLvsqqSgQ	11.0
w-spE-uWnmU	YR5ApYxkU-U	nan
DkXLb5lQq7I	3U_J8BrAgyY	nan
KSBg2KikIto	Jn7VcOU3x2g	5.8
D8IR-WNduL0	rp-UHy7W6Ks	nan
WL9SacTl4gE	b18TDfk5Ppw	29.4
qZlw6P90r-A	SDDimEYUWUI	12.6
dbNTMTEAOcU	9qwYHSiCPtw	35.8
18gtkUqePpk	SJ5HhNhiIS0	nan
f256QgiVARQ	z7czVi_jNKs	20.0
WL9SacTl4gE	806dkwcjFU4	5.6
2bSAZMcMbV4	Nj-voDKCRJM	5.5
7yCJaYnL0Ao	UpttzVI5xSc	10.3
D8IR-WNduL0	wcp9RDdf-QI	nan
OrXJTahrPA0	d8ekz_CSBVg	nan
D8IR-WNduL0	Ye20ZEb3Dlc	8.3
75gjYhgmd3E	pOXRDRBLlI4	19.5
WG9sHIi4RYc	tmHTq39a-hA	nan
7yCJaYnL0Ao	sIBtzbjFM5U	5.8
UvP44250ibs	ON0uDIfcrLg	5.5
aG4rF2sXRSg	9ldX8A4vJDM	6.2
Y8f62GD4cUc	3WVvdZhvufA	8.3
DkXLb5lQq7I	RBumgq5yVrA	nan
