ad_id	watch_id	skip_dur
Py4Vj9_O_lY	lj06pRMO9hM	5.6
i9DYO645eTk	QIWKjBvG7M4	35.9
i9DYO645eTk	Xrd3lSn5FqQ	5.6
e6dJkA0YmW4	p2MVClsyAVk	15.6
CTL7ZvoI4N4	GX_0x6eRkx0	nan
e6dJkA0YmW4	3M35WdQZ4kE	17.6
gXlkhhlebko	c9r7K9CjKvg	7.8
i9DYO645eTk	woWYGMmiN_4	nan
i9DYO645eTk	4KDHQZxocmE	5.4
i9DYO645eTk	8NlLQp2xmZ8	5.8
i9DYO645eTk	Xn31sy1PN44	5.7
PClcnZU_wxM	_o0nVHUMwMw	1.1
i9DYO645eTk	KTetKKfiank	131.0
PClcnZU_wxM	g1A03783B-A	11.1
DcabwNmNEb0	d9AaNT-H0Dk	53.3
i9DYO645eTk	8NlLQp2xmZ8	nan
M1GblJrvy2A	54iTTSXAhs8	6.1
SMZEuSsGoUM	SwXCoS7rM6E	13.3
tZAKkBWf_KA	GzfPHnoT0-0	5.4
i9DYO645eTk	RJJ6FCAXvKg	17.3
1_ULJzBsZ4A	gFT6WO44kZs	0.6
iA922fZdRg4	eq_z5zvlAWk	6.4
fq057OwKP0Q	7RO7uISJ7xM	6.0
i9DYO645eTk	dyE90ytTPCo	6.0
c5tCRGCzNbU	bCJ-gjbRn4A	0.4
i9DYO645eTk	Qjtqc-7mXr4	7.1
ECCGkghYUtQ	nzLum9Bo14Y	nan
i9DYO645eTk	M9t5CtbRuWM	6.0
fKkYM4eVdPI	iAGjcviJEsc	5.6
3gafylo_CYg	xWGIaJLz9dg	nan
68CILkMlUgc	am7YQZ2De_Y	6.1
sJO9XtdaYHM	-iJgBWUwNa0	41.6
_O30iFp5TO4	Kla9OO2yjgo	13.0
_8dfGrkxvAY	JfbL69IIAzE	7.8
0Th_i4x5hqw	Bag1gUxuU0g	10.0
i9DYO645eTk	L9adl6H1iJg	6.1
DcabwNmNEb0	WfUtW84UHUE	5.8
i9DYO645eTk	GPnafSaukCQ	6.3
i9DYO645eTk	woWYGMmiN_4	nan
ECCGkghYUtQ	hT_nvWreIhg	nan
i9DYO645eTk	URS9AG7uTFw	19.2
PClcnZU_wxM	2o-N8RBnjiM	10.3
woXbhvZ51Bw	Vl3Yj-5S1uc	15.9
i9DYO645eTk	-4bJdiRcOiU	5.9
PClcnZU_wxM	CsDiI_1HRUI	73.0
ECCGkghYUtQ	bjMD1QSVV-s	nan
iA922fZdRg4	99ecVus11FI	5.9
L8VpPFp9Htk	7h2ryr_uUEs	nan
i9DYO645eTk	_pFuTO1d7ME	42.2
i9DYO645eTk	g01N8-ZjnFo	nan
M1GblJrvy2A	gdlSfohQCWM	5.9
5uit9k0gRoE	09_s_Kh8sls	6.0
M1GblJrvy2A	Tcg8RihO_m4	6.2
h1A9Kc5iNkQ	lR6FwNh6iv4	6.4
i9DYO645eTk	e_nyBT9KS3k	13.8
bCX6LoMX234	fiFPDwOufus	5.3
i9DYO645eTk	NYFcTj-KmvI	24.8
hV4teobH0cE	gqESUccZZ6w	nan
iA922fZdRg4	7sQclHhvEIU	16.3
i9DYO645eTk	-ebtjgK8NNU	5.8
gN3KdiMDFY4	v2N-PyVbijc	48.0
iA922fZdRg4	e_nyBT9KS3k	11.1
iA922fZdRg4	_mVW8tgGY_w	5.6
HdGnk-PV26M	jCVZpxRqG8w	5.6
Wf4p1kngBDs	JihqHhfgCQ4	5.6
i9DYO645eTk	OPanGWUdIz4	5.8
ECCGkghYUtQ	wtD-EaBKAOg	nan
BxZwv7zWvbY	gYBzHhvqF_k	5.5
KbstrL_Fj2U	Q41m6RFav9U	5.7
i9DYO645eTk	rZpfWUY3EEs	6.6
PClcnZU_wxM	_1zcuARNQsY	21.6
6zbaJc-2wdg	jqYxyd1iSNk	12.7
KosEAO0b9J8	RXJb5n3h8rg	0.0
ECCGkghYUtQ	kTeax_dGT5Y	nan
ECCGkghYUtQ	gBdiUdluV2w	nan
6Er7-sdOTWE	RPuY2hvYjnw	9.1
HUtfwqYXu2s	oZgYN4qfpl4	26.8
BxZwv7zWvbY	miKVDz8ix9g	9.7
HUtfwqYXu2s	6JnGBs88sL0	6.6
ECCGkghYUtQ	KumSroHP4VA	nan
gXlkhhlebko	QSF-1mi1HKE	6.5
i9DYO645eTk	O_GnWMH5MAQ	6.0
oDh1tJAWDXA	YxIiPLVR6NA	5.3
i9DYO645eTk	XrFrNnxuIYc	nan
M1GblJrvy2A	eqksy-991sI	14.6
M1GblJrvy2A	BUGJ02Uc8yA	5.7
Jx9MFSYExK0	7JWY95wV_G4	6.5
M1GblJrvy2A	Nzb62We2GqE	5.6
iA922fZdRg4	Q5dU6serXkg	6.2
1_ULJzBsZ4A	LcN4SHdTQ5U	7.9
1_ULJzBsZ4A	T9KAEorVNhg	5.7
gXlkhhlebko	VGZqnVnsC2s	6.0
BxZwv7zWvbY	s53oTZoDKXs	8.9
i9DYO645eTk	dW1sYdBG5wQ	6.9
1_ULJzBsZ4A	XT-Sy6RwTSA	9.7
i9DYO645eTk	hT_nvWreIhg	29.7
i9DYO645eTk	y6za8RH4yNE	10.3
78tQ0z0fAMw	HHHaGV-z20o	6.3
i9DYO645eTk	iQNFBO9eOp0	5.8
Bb1TcNOBtGU	mmxVSIdk_Io	8.1
PClcnZU_wxM	VNK7jF_vYlU	8.1
zBFyxm1m0iM	RFPsvF3UOdo	9.6
i9DYO645eTk	WIt8HdTraMo	5.9
vWqXOdmym0M	oXfiQ026wdg	5.8
kypY3S_MJQE	RBumgq5yVrA	8.8
PClcnZU_wxM	9_pCJ9fL_Z0	6.1
eAWol4jGT3U	rE_nw8VGVYE	5.7
8bmZL-s_FQ4	6ajMpV8F-nU	9.7
HdGnk-PV26M	R5En8laT-2k	6.9
i9DYO645eTk	uD06kwMekAQ	5.6
i9DYO645eTk	cChzbE16V-I	6.7
mVFA0Ze5rgo	9tOnHar1Pb4	5.8
ECCGkghYUtQ	mkJT6cULBY8	nan
BxZwv7zWvbY	5SHDTNy_rUM	8.8
zMDLVTvnlHc	iwHQlv6y3HA	6.0
5uit9k0gRoE	0nUPXWE3aBU	6.6
_rh7QfOUyyI	nmiNFhIA2DM	5.8
iA922fZdRg4	EkZwD75schM	nan
i9DYO645eTk	8piKnuad73g	11.2
BxZwv7zWvbY	mWRsgZuwf_8	16.9
BxZwv7zWvbY	wxUqQxbaJNg	16.8
L1w3rYeyGR8	Zap_txvFTGg	5.6
nBRXWkcXLAY	DOfWtNEkoCE	nan
L1w3rYeyGR8	qrx1vyvtRLY	5.7
i9DYO645eTk	2nFRQnmgS48	16.0
qwFcL6hBO4I	IHcpIonbMwU	6.1
i9DYO645eTk	hl4iDbpLURQ	16.8
ECCGkghYUtQ	A8NFDER63RE	nan
lR8HaYwo0EU	YAJgd6o3wFY	6.1
oDh1tJAWDXA	7WGIubAfu6o	5.8
L1w3rYeyGR8	VBoo0D2GRnM	5.5
L1w3rYeyGR8	4GCkK6EQoSE	5.9
PClcnZU_wxM	fEqCGe5kdQs	5.5
VFiyy_o-37s	KJeOk4mahc0	nan
i9DYO645eTk	NyRNBuRKZs8	36.8
KbstrL_Fj2U	-KujKZBS0_Y	34.3
i9DYO645eTk	YZs0xQneRMs	5.9
HUtfwqYXu2s	jk7o38umgwc	12.6
Jx9MFSYExK0	Shax6yXmN3Q	6.6
gN3KdiMDFY4	uG3jK-aMbmY	35.6
Jx9MFSYExK0	liwn4QnVtkU	63.2
fezB9F8ZL0g	7RppLtVXTNw	5.9
AZO7HiigAhY	U6vvV1UVulc	5.8
i9DYO645eTk	eeLvJGkkWhM	6.5
ECCGkghYUtQ	gqESUccZZ6w	nan
i9DYO645eTk	r9etszOQeE8	11.6
L1w3rYeyGR8	6rGVMyvPPco	5.9
i9DYO645eTk	XbNEOJMGFAo	6.1
8tYm74feLQI	3MPEwGkiWTI	5.7
i9DYO645eTk	kLb0mG-ss1s	8.0
ECCGkghYUtQ	AqajUg85Ax4	nan
i9DYO645eTk	7FjBu5RazlQ	35.1
5uit9k0gRoE	MUtpY-KdH48	6.4
i9DYO645eTk	OX33Qy61QIQ	81.5
PClcnZU_wxM	bpOSxM0rNPM	6.0
L1w3rYeyGR8	ZhCezZQqxx4	58.0
i9DYO645eTk	HOQM_xSnxGw	5.7
5uit9k0gRoE	CXNW_n4PhFc	46.1
Ma94UhsMBvE	UnWOEXVIpJs	nan
nBRXWkcXLAY	XAy20Q3ibtc	5.7
SjhTcNGbZH0	mzvo6nThJ9w	5.8
SCtlHFN5Dxo	A0xCvrEWnWw	5.7
vWqXOdmym0M	uNFy0kkolHw	5.6
c5tCRGCzNbU	Km7fOkpk9No	5.7
BxZwv7zWvbY	OJxKVNqjTyc	5.8
i9DYO645eTk	KDcgOpUp2nc	11.4
qMCXAUfX8po	bFajH0b2L5Q	5.8
i9DYO645eTk	5J13tR83lGM	6.9
ECCGkghYUtQ	SkisGfDcwAU	nan
lwFPmqzI5Kw	NvB5bQItfy0	8.9
L1w3rYeyGR8	5QbtqwZhmSg	8.2
i9DYO645eTk	uuZE_IRwLNI	5.5
PClcnZU_wxM	-e-MBBwuhgE	6.1
i9DYO645eTk	CXNW_n4PhFc	6.7
i9DYO645eTk	5WN2HE-OwKQ	nan
c5tCRGCzNbU	NYnfhYUabmk	6.5
FcvzzY70vSs	okVCUCUmaPI	30.8
L1w3rYeyGR8	bktTFguujcE	5.7
gN3KdiMDFY4	pYlJ3k_IJGU	10.8
i9DYO645eTk	9ha5ujHnYXg	5.8
lR8HaYwo0EU	cd9Z5P1b3HU	8.4
L1w3rYeyGR8	4bEGLbCNRqw	5.8
i9DYO645eTk	61g4QMAEXWg	6.6
L1w3rYeyGR8	s-Qh60YCqdU	5.9
lwFPmqzI5Kw	cZurdn5J5u4	31.7
gN3KdiMDFY4	95QHITKAbps	6.0
sonots65JVY	sLpQjsVV1vg	5.8
Bl19rs22WMU	Fi1sBwV1-tU	5.8
PClcnZU_wxM	oV4jGJ6L5vU	5.6
i9DYO645eTk	2IH8tNQAzSs	33.3
i9DYO645eTk	CM9qVrHazEw	13.3
KbstrL_Fj2U	h5enQ6dOGfQ	nan
KxTT_8zbqQI	4b6L4tRMgZg	17.5
HgJC2r0FbNw	a1h6FG0Vq5I	6.5
i9DYO645eTk	CHRBp2xzkDU	6.7
Jx9MFSYExK0	UcHWrXbtBFA	7.0
KvA1H4LQ2Ks	7-OsvJxbgXY	8.1
i9DYO645eTk	Qv5lfGeoTVw	12.4
iFe55hMvujU	VISE6wWIaEs	5.6
K8WDsFGUKWA	2mHRA7qnAX8	5.2
i9DYO645eTk	qVTlnEB0pyM	6.6
i9DYO645eTk	XjwZAa2EjKA	6.3
i9DYO645eTk	g4iPGWPm59Y	19.7
PClcnZU_wxM	SA8QgRVrHgU	6.2
FCCnI9SlUh8	CCLX_JrKtLQ	5.4
i9DYO645eTk	mW8HVE-yihk	7.3
kypY3S_MJQE	nyVUoAheqvY	5.7
i9DYO645eTk	9BMwcO6_hyA	5.9
FcvzzY70vSs	IE0QEIv9FFs	25.9
PClcnZU_wxM	UySZ99Qex48	7.7
BxZwv7zWvbY	6I3kgbBp6PY	7.3
K8WDsFGUKWA	ixVH9BbENTw	6.0
qMCXAUfX8po	hu46pxr-OM0	5.8
i9DYO645eTk	fnIJ560aIUA	6.0
1_ULJzBsZ4A	1mjlM_RnsVE	5.6
i9DYO645eTk	ZaBcs0NEc6w	11.7
HdGnk-PV26M	uG0r5VzStyw	17.4
i9DYO645eTk	dbwG0u3hb7M	18.1
i9DYO645eTk	gKVwYoNYp2g	9.8
PClcnZU_wxM	PfGkx8sQ0Tg	31.2
TPaG_TfrXCQ	HzC2-GJu1Q8	17.6
1_ULJzBsZ4A	bHXaoonjmfI	6.1
oDh1tJAWDXA	Qc9c12q3mrc	5.8
i9DYO645eTk	2POJGoJI568	6.3
i9DYO645eTk	reuhRjgB6xg	9.2
5uit9k0gRoE	Lx33rxAmhjM	11.9
PClcnZU_wxM	83F3abI90RU	nan
5uit9k0gRoE	SOI4OF7iIr4	6.0
SMZEuSsGoUM	M0jmSsQ5ptw	5.8
i9DYO645eTk	jFNXzofpgcU	7.1
SjhTcNGbZH0	7s56J58jdRk	6.6
fq057OwKP0Q	o9GIYwzf-aw	5.5
i9DYO645eTk	vktUK7UWNXw	6.1
_rh7QfOUyyI	N1UE6BZkTbo	nan
KxTT_8zbqQI	reuhRjgB6xg	6.1
1_ULJzBsZ4A	73cWfFEKAfE	5.8
faRlqi4flzg	0gTqgLoXRlc	6.1
VryPMV27oqI	h4zPaTSutAc	5.5
68CILkMlUgc	uTVCT3-ic9I	111.1
i9DYO645eTk	x880Pze6eMg	5.7
gN3KdiMDFY4	REC-bb56TEI	5.6
i9DYO645eTk	8n-2X2qI4fY	9.0
TofMzYEf3jY	FNo8CRKVpLg	9.4
c5tCRGCzNbU	FtbbGzQK7Xs	13.3
PClcnZU_wxM	ekPBOVgGRSA	17.8
i9DYO645eTk	JO2wyR4OEGM	6.7
BxZwv7zWvbY	EjZsqfMYqnI	5.5
lXpUQjFcGy4	JRSYMfC2PFU	8.5
PClcnZU_wxM	83F3abI90RU	nan
kypY3S_MJQE	xk3BvNLeNgw	6.5
i9DYO645eTk	WbJNkH-pDd8	5.2
ECCGkghYUtQ	A8NFDER63RE	nan
FcvzzY70vSs	xWAOG3luPlc	5.6
i9DYO645eTk	wtt_StqvslE	5.9
i9DYO645eTk	CDl9ZMfj6aE	5.6
i9DYO645eTk	adreoi4pxro	24.9
1_ULJzBsZ4A	8kFinFNrorI	231.9
i9DYO645eTk	a0PT1bhhYj0	5.8
4UlbcMkaE5k	WpYeekQkAdc	5.5
ALIaNcHNcUs	Gxi9oR7zGYo	nan
gN3KdiMDFY4	SKXQx_0lPW4	6.2
i9DYO645eTk	9Cee_Y8N3-E	18.2
i9DYO645eTk	FQjZVdaTZOs	5.7
BxZwv7zWvbY	xWCuZtUn6RM	5.6
i9DYO645eTk	DqAxWVI1YFw	6.3
h3z9SJy_cQk	VRhv9koOuFY	8.7
5uit9k0gRoE	VflNLBarnB0	5.6
1_ULJzBsZ4A	5hF2lx5L6gw	6.1
-dijLfVawWM	jskyqPEIiG4	5.9
c5tCRGCzNbU	rp34FE01Q3M	5.8
GQ6qckB--mQ	Zj_xP8cdxJw	22.9
xVafahQWNgA	830ksHUK4Ig	6.2
i9DYO645eTk	27ixLv3Lw1M	41.0
ngsqPxxnVCk	agrXgrAgQ0U	5.2
A2Hs9QSiobE	GEUcOstrzlM	6.2
1_ULJzBsZ4A	vdz560Q3GR8	7.1
BxZwv7zWvbY	PDIp81fUQak	6.1
fq057OwKP0Q	AWpsOqh8q0M	5.2
ECCGkghYUtQ	O8WJlhVQys0	5.9
tkLl1QS0Kb4	vc6vs-l5dkc	59.0
tkLl1QS0Kb4	PrUhaai0Xdw	16.0
eoC-LJ3TLUc	MVriib7fwdc	5.7
KbstrL_Fj2U	rD9sDfvOxy8	6.3
Jx9MFSYExK0	0sKRRY5tQz8	6.2
tkLl1QS0Kb4	OO-e8_-bMv8	nan
tkLl1QS0Kb4	BFY3Toxu5QQ	6.5
tkLl1QS0Kb4	CevxZvSJLk8	5.6
SMZEuSsGoUM	vC8-WsgrBX8	17.5
Py4Vj9_O_lY	CnQ8N1KacJc	16.0
tkLl1QS0Kb4	IHHTWU6zCNw	nan
tkLl1QS0Kb4	Ej6zwOLWtN8	59.3
eoC-LJ3TLUc	xJzPvshjGWg	9.2
BFzEkHE2jD4	gOgpdp3lP8M	29.6
ZqpAaJThPE0	gGdGFtwCNBE	20.4
zVpagLaBl0o	bqIxCtEveG8	59.8
zVpagLaBl0o	n6130nv5Kl4	7.6
tkLl1QS0Kb4	PJAfOODx7KU	17.6
eoC-LJ3TLUc	R1i8LCLDk_k	nan
zVpagLaBl0o	MaFDhiIUz98	6.0
tkLl1QS0Kb4	xRbYtxHayXo	5.7
zVpagLaBl0o	qHF6gpnaTAs	48.4
2EBtQQceJWU	l4mTrmhplJ8	33.6
ECCGkghYUtQ	V2yy141q8HQ	nan
tkLl1QS0Kb4	hT_nvWreIhg	nan
eoC-LJ3TLUc	H7BRpmbfPk0	6.7
ECCGkghYUtQ	bJDvgj6RhNc	nan
tkLl1QS0Kb4	PtB2dXTdZh8	6.4
ECCGkghYUtQ	99j0zLuNhi8	nan
zVpagLaBl0o	ixqoggzCZGc	23.5
ECCGkghYUtQ	yLLfNJ-KtjM	nan
zVpagLaBl0o	Lp6W4aK1sbs	27.7
zVpagLaBl0o	qVPJgpFaRTE	19.2
ZqpAaJThPE0	GRz4FY0ZcwI	5.2
ZqpAaJThPE0	fIeVKsqD2aA	nan
ZqpAaJThPE0	X-pive-T9B4	6.5
eoC-LJ3TLUc	o5Y2z05XO2c	7.2
zVpagLaBl0o	uLbI4Dg_fxM	20.7
ZqpAaJThPE0	Q71A5hPk2mM	5.9
arwqf1azb5U	BOboa27SHDE	nan
eoC-LJ3TLUc	5qm8PH4xAss	8.6
ECCGkghYUtQ	EJf3V3oybLg	nan
gXlkhhlebko	yezAn6RL9XY	7.6
ZqpAaJThPE0	KC1eqIyR-So	32.5
tkLl1QS0Kb4	ux4mAiVToH0	5.8
tkLl1QS0Kb4	myvA395Fz6s	nan
PClcnZU_wxM	y9Noh_rv4Uw	26.0
tkLl1QS0Kb4	MlcW_cdoLIk	6.1
_iuDbnLtsTg	apaO5XSaG7M	29.5
6v9-QNG7nEo	RS_xRywXIUg	nan
TZ5-vbfvI9E	450p7goxZqg	5.6
zVpagLaBl0o	1cfqm-uSGe4	6.1
KbstrL_Fj2U	zMBTvuUlm98	5.6
tkLl1QS0Kb4	qx85rPRMOkc	6.1
eoC-LJ3TLUc	pZ12_E5R3qc	5.7
eoC-LJ3TLUc	moSFlvxnbgk	6.0
eoC-LJ3TLUc	ZmhSbgs5MCw	8.1
6zbaJc-2wdg	mavX9Ra9Dxk	nan
ZqpAaJThPE0	nPLV7lGbmT4	13.2
nBRXWkcXLAY	t6xph6mgqdQ	5.7
w-spE-uWnmU	pWBFbE0YaV8	5.9
BxZwv7zWvbY	R6wxp3Z_zks	5.8
A2Hs9QSiobE	VJLqez_g954	8.7
1_ULJzBsZ4A	uBtH2YlNiNc	5.3
vWqXOdmym0M	oPdFl2w2i2U	5.7
ZqpAaJThPE0	Q5dU6serXkg	13.6
wrikkBNxqdU	FDnjzFcT3HE	5.9
ZqpAaJThPE0	CtyOC6ayKoU	6.0
68CILkMlUgc	exHQbBILbz4	9.0
1_ULJzBsZ4A	xfUl2SSQRIY	10.1
Jx9MFSYExK0	vcf7DnHi54g	6.7
BxZwv7zWvbY	139JZNLONpg	nan
4276CfW5WsE	yezAn6RL9XY	nan
ZqpAaJThPE0	JjY9MVSFIFo	5.9
1_ULJzBsZ4A	5bktqjC-G9Q	7.0
BxZwv7zWvbY	zqPEQUmaYhE	5.7
wrikkBNxqdU	xF9yJg3iZPQ	5.1
4UlbcMkaE5k	_V7iMAv0mY4	5.6
BxZwv7zWvbY	WPKLCIExEPg	19.2
ZqpAaJThPE0	JDcuRgk-JEI	nan
A2Hs9QSiobE	2HnFU6JyAzw	11.3
-dijLfVawWM	N7t7n-uvoSM	nan
c5tCRGCzNbU	gt95TrF7asI	5.6
DHydykkO1QM	eIPUGV2zkLc	6.4
ZqpAaJThPE0	fDWRY1xkwUs	5.6
gN3KdiMDFY4	8XiDx12JElE	20.0
ZqpAaJThPE0	BS46C2z5lVE	33.0
_rh7QfOUyyI	D3JL0PpmYw0	7.0
ZqpAaJThPE0	8PTDv_szmL0	13.1
ZqpAaJThPE0	C7FGPIRJx6I	5.7
TofMzYEf3jY	DbYBrdkwC6k	5.7
BxZwv7zWvbY	WIo8JPAPecg	8.2
ZqpAaJThPE0	KkDGQMZYtWE	6.7
PClcnZU_wxM	f2JuxM-snGc	6.1
WfaFlfEmfCc	_ggblMjsbVE	5.8
1_ULJzBsZ4A	JIH8yCZ_Bt0	7.9
ZqpAaJThPE0	Xx7lIoyUmug	5.8
zVpagLaBl0o	uakDZhcdX5k	50.0
bnCE4B1mFZo	lki6GbQa2L0	21.1
ALIaNcHNcUs	iEPTlhBmwRg	20.6
2EBtQQceJWU	l0G6i0VwzaM	9.3
bnCE4B1mFZo	cFw0QOuIT2A	6.4
1_ULJzBsZ4A	brIeUwXg6l8	47.1
ZqpAaJThPE0	UwGypUTEP4M	5.2
eoC-LJ3TLUc	MMzRaes5_Ok	5.7
ZqpAaJThPE0	bNe8PrENxkU	5.8
ZqpAaJThPE0	GZ74u5WSfWk	5.8
PClcnZU_wxM	FreDS9g4xfc	6.8
ZqpAaJThPE0	bvATs9ehXyo	7.6
eoC-LJ3TLUc	-2U0Ivkn2Ds	6.0
PClcnZU_wxM	SbUBMklQSVU	5.5
ZqpAaJThPE0	OOKhr-iMz7A	5.9
tkLl1QS0Kb4	K8Yig8ro0Xw	5.8
-dijLfVawWM	tJWO--Z_8N8	6.3
BxZwv7zWvbY	-Cl63szKXxE	6.0
HdGnk-PV26M	IxxstCcJlsc	8.7
ZqpAaJThPE0	GZ74u5WSfWk	5.7
tkLl1QS0Kb4	xePp5SWo_40	6.1
iRHcYO9dBoI	gQoKdYFzuMU	7.7
kypY3S_MJQE	WCCe-QbcfyM	5.8
w-spE-uWnmU	egI7hnZuAms	5.8
SCtlHFN5Dxo	LXrJdOD5syo	5.7
PClcnZU_wxM	g1x1rG9ocig	54.5
ZqpAaJThPE0	t_kKZlJKZU8	5.7
ZqpAaJThPE0	C7UJzztcemU	5.7
ZqpAaJThPE0	zSQHNp-RKL8	47.3
zVpagLaBl0o	O5I3RPbS8aI	6.3
eoC-LJ3TLUc	iPhh84cvgLc	7.9
CTL7ZvoI4N4	pD4kAXsy86o	18.1
0FVqEeHi5Jk	ftjEcrrf7r0	5.8
NlGnoAO0Ce8	emdrLmclaqE	6.2
ZqpAaJThPE0	ycf3w7So4-Q	5.7
eoC-LJ3TLUc	9Cee_Y8N3-E	51.4
zVpagLaBl0o	3xUfCUFPL-8	24.3
eoC-LJ3TLUc	05RBcpAzz3Q	6.9
tkLl1QS0Kb4	7BpKRu5KhVg	14.6
A2Hs9QSiobE	4FU8VejECHw	5.7
tkLl1QS0Kb4	vOxfNxzBGBU	6.5
BxZwv7zWvbY	JuGePJu5_Gw	5.8
eoC-LJ3TLUc	EiDPPN42VEI	5.5
0Th_i4x5hqw	VRuoR--LdqQ	38.6
tkLl1QS0Kb4	vEaNCoCXcdk	8.1
68CILkMlUgc	VsxeG9YelNg	6.7
kypY3S_MJQE	3qlTlN3V7Pc	24.0
ECCGkghYUtQ	T7znxwMVFaE	nan
ZqpAaJThPE0	6c1YrOQFSkA	20.7
zVpagLaBl0o	uSDTVLc6rJQ	6.5
ZqpAaJThPE0	lrwnD8OD3rE	5.7
RzmNjf_OBkk	HvblluWXg-E	67.5
zVpagLaBl0o	fY5cWL4SUmw	5.7
ECCGkghYUtQ	DGMUJYCWB14	nan
1_ULJzBsZ4A	jeYn3IL8Rq8	6.8
ZqpAaJThPE0	xqDVfK6jZH4	5.6
zVpagLaBl0o	jefMp1_bkD4	58.5
tkLl1QS0Kb4	XKFs-yqUwyc	18.5
L8VpPFp9Htk	CFbSwOnB7yE	12.7
eoC-LJ3TLUc	b4HOUbM8FHU	12.9
ZqpAaJThPE0	TcLxsOJK9bs	nan
tkLl1QS0Kb4	p1JPKLa-Ofc	nan
kypY3S_MJQE	aBWku8VgfLw	5.8
eoC-LJ3TLUc	4EGk-RBw8A4	6.0
1_ULJzBsZ4A	GxHuJ3VYuck	6.4
sJO9XtdaYHM	P7kmzVoh-uo	5.6
WVgYOaERNj4	FmZXcBKU2Kk	7.9
oDh1tJAWDXA	zSQHNp-RKL8	10.1
ZqpAaJThPE0	7JQRUIMncco	5.9
68CILkMlUgc	hzKkd8rurjE	nan
BxZwv7zWvbY	MuPN65xium4	10.3
ECCGkghYUtQ	Zx4Hjq6KwO0	nan
Bb1TcNOBtGU	Qc7UzQB8gtI	7.2
ZqpAaJThPE0	eauSTnokNPw	6.6
BxZwv7zWvbY	nVJEsWijKH0	6.5
4UlbcMkaE5k	yyiohbbM51g	11.6
EX0gMrGxM0M	CtWih7sXnEw	5.4
mfUurozzOiw	uJzOfWTbyro	10.3
68CILkMlUgc	zFi5d8XMhsg	13.3
68CILkMlUgc	FESH7rJ6qso	6.0
ZqpAaJThPE0	WXkqwMdg9lQ	30.4
FcvzzY70vSs	zSQHNp-RKL8	12.6
c5tCRGCzNbU	aglK1pamcBo	7.6
PClcnZU_wxM	zHyVpM2n_oo	nan
bnCE4B1mFZo	yZqmarGShxg	13.4
5uit9k0gRoE	e-iCCBe2x-M	9.4
PClcnZU_wxM	j3dLozs7eIg	6.9
TofMzYEf3jY	CfihYWRWRTQ	6.2
kypY3S_MJQE	zSQHNp-RKL8	6.1
vwplZjaGyeY	_lB2rpfJ0_w	6.0
faRlqi4flzg	ED1eZZToPCw	6.4
5uit9k0gRoE	8WuYG5fKyJw	6.9
5uit9k0gRoE	mMKzhnaj61M	6.7
Jx9MFSYExK0	r5yaoMjaAmE	15.1
TofMzYEf3jY	LVCkcxc8FYw	7.3
KbstrL_Fj2U	0Z_9V_bpuMU	9.6
1_ULJzBsZ4A	2U7TDOtfxts	238.2
PClcnZU_wxM	Lj4o-Ojc9Cg	6.3
3Br5a1IFpBU	8MmW_GOFS8I	5.7
eIyB_V3Bpig	RuHJu_5LWBo	5.7
68CILkMlUgc	dW2MmuA1nI4	6.3
BxZwv7zWvbY	Y0dEuC_8YYQ	8.2
PClcnZU_wxM	HTHGztAqexQ	10.7
TofMzYEf3jY	U-9oC6puahQ	5.3
BxZwv7zWvbY	AQ4TW5Z8eu0	5.7
Bb1TcNOBtGU	I9QGpHScGug	46.0
iRHcYO9dBoI	2U7TDOtfxts	6.7
XkbbqYEHOso	NI1ejrzmcI8	nan
BxZwv7zWvbY	J31PCfO8zZQ	6.1
68CILkMlUgc	okVCUCUmaPI	14.6
1_ULJzBsZ4A	i1o9HMGaWxM	14.2
CTL7ZvoI4N4	aey9hOb_euE	6.0
KxTT_8zbqQI	YayOBPe2wic	6.5
3Jr6Xfchb5I	ob5QXddQjvk	47.3
S6p2gidomNk	3QmlUfAT7A0	nan
PClcnZU_wxM	9e01D46F-wc	6.2
KbstrL_Fj2U	tDq3fNew1rU	5.1
6zbaJc-2wdg	vnaNQ_WzI7A	5.9
HUtfwqYXu2s	fQHGxJqE-5c	110.5
PClcnZU_wxM	CdXesX6mYUE	5.2
1_ULJzBsZ4A	uOmVEv-48gM	6.3
PClcnZU_wxM	7jS1ymVA_LM	6.2
iRHcYO9dBoI	YnBmbsDan5s	14.0
1_ULJzBsZ4A	EzeDqRhM09w	6.8
BxZwv7zWvbY	Qc7UzQB8gtI	nan
eAWol4jGT3U	Tx4ZxNPuWyE	nan
PClcnZU_wxM	XkINiWyyfyI	5.6
ECCGkghYUtQ	p9A-oxUMAy8	nan
kypY3S_MJQE	ZKXVnXBVmU4	32.0
KbstrL_Fj2U	oHPmA7uhAFU	31.4
WVgYOaERNj4	rg6MZXt15Uc	nan
eAWol4jGT3U	MD7WtVO4SLA	6.4
qgc6aUMNMHs	jaVVT--W6Ik	5.9
KbstrL_Fj2U	LvetJ9U_tVY	nan
ECCGkghYUtQ	PDFiXDXyA6M	nan
1_ULJzBsZ4A	FP76lUsMR6c	5.9
473cJ-tE-Is	_JQiEs32SqQ	7.7
BxZwv7zWvbY	hDwGiWV_OmM	33.4
S6p2gidomNk	LefQdEMJP1I	14.8
2EBtQQceJWU	p9A-oxUMAy8	11.5
FcvzzY70vSs	fV4DiAyExN0	6.8
KbstrL_Fj2U	uqNgsz_QKPM	6.8
